Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT TAMMANY,103,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT TAMMANY,103,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT TAMMANY,103,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT TAMMANY,103,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (Z),10.0
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,30.8
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (Z),(H)
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,3,50.0
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,50.0
CENSUS,2022,YEAR,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,9.3
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,4,36.9
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,3,42.4
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (Z),(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (Z),(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED,3,32.4
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,3,27.4
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,28.7
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,5,28.7
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,5,28.5
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,28.7
CENSUS,2022,YEAR,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,2,28.5
CENSUS,2022,YEAR,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,5,26.8
CENSUS,2022,YEAR,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,5,26.8
CENSUS,2022,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,3,(L)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,NYE,23,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (Z),0.4
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,NYE,23,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (Z),0.3
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,NYE,23,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,3,90.0
CENSUS,2022,YEAR,COUNTY,NEVADA,32,SOUTH,80,NYE,23,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,3,90.0
CENSUS,2022,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2022,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,37.9
CENSUS,2022,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,2,47.4
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING & NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES NON-BEARING",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA BEARING & NON-BEARING",TOTAL,NOT SPECIFIED,1,49.9
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - OPERATIONS WITH AREA NON-BEARING",TOTAL,NOT SPECIFIED,1,70.8
CENSUS,2022,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,PLUM-APRICOT HYBRIDS,"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS - ACRES BEARING",TOTAL,NOT SPECIFIED, (D),(D)
